date,store_id,product_id,units_sold,price,discount,promotion,store_type,product_category,inventory
2026-05-30,S001,P002,50,250.0,0,0,Supermarket,Electronics,495
2026-05-31,S001,P002,69,250.0,0,0,Supermarket,Electronics,471
2026-06-01,S001,P002,37,250.0,0,0,Supermarket,Electronics,477
2026-06-02,S001,P002,25,250.0,0,0,Supermarket,Electronics,467
2026-06-03,S001,P002,28,250.0,0,0,Supermarket,Electronics,442
2026-06-04,S001,P002,46,250.0,0,0,Supermarket,Electronics,415
2026-06-05,S001,P002,61,250.0,10,1,Supermarket,Electronics,401
2026-06-06,S001,P002,83,250.0,0,1,Supermarket,Electronics,385
2026-06-07,S001,P002,51,250.0,0,0,Supermarket,Electronics,357
2026-06-08,S001,P002,31,250.0,0,0,Supermarket,Electronics,330
2026-06-09,S001,P002,39,250.0,0,0,Supermarket,Electronics,310
2026-06-10,S001,P002,60,250.0,0,1,Supermarket,Electronics,296
2026-06-11,S001,P002,54,250.0,0,0,Supermarket,Electronics,287
2026-06-12,S001,P002,70,250.0,0,1,Supermarket,Electronics,261
2026-06-13,S001,P002,66,250.0,0,0,Supermarket,Electronics,235
2026-06-14,S001,P002,62,250.0,0,0,Supermarket,Electronics,218
2026-06-15,S001,P002,54,250.0,0,0,Supermarket,Electronics,497
2026-06-16,S001,P002,67,250.0,0,1,Supermarket,Electronics,489
2026-06-17,S001,P002,40,250.0,0,0,Supermarket,Electronics,452
2026-06-18,S001,P002,47,250.0,0,0,Supermarket,Electronics,439
2026-06-19,S001,P002,45,250.0,0,0,Supermarket,Electronics,421
2026-06-20,S001,P002,67,250.0,0,0,Supermarket,Electronics,402
2026-06-21,S001,P002,53,250.0,0,0,Supermarket,Electronics,382
2026-06-22,S001,P002,24,250.0,0,0,Supermarket,Electronics,368
2026-06-23,S001,P002,44,250.0,0,0,Supermarket,Electronics,332
2026-06-24,S001,P002,25,250.0,0,0,Supermarket,Electronics,328
2026-06-25,S001,P002,38,250.0,0,0,Supermarket,Electronics,309
2026-06-26,S001,P002,27,250.0,0,0,Supermarket,Electronics,281
2026-06-27,S001,P002,79,250.0,0,0,Supermarket,Electronics,268
2026-06-28,S001,P002,57,250.0,0,0,Supermarket,Electronics,233
2026-06-29,S001,P002,52,250.0,0,0,Supermarket,Electronics,224
2026-06-30,S001,P002,53,250.0,0,1,Supermarket,Electronics,499
2026-07-01,S001,P002,55,250.0,0,1,Supermarket,Electronics,487
2026-07-02,S001,P002,28,250.0,0,0,Supermarket,Electronics,464
2026-07-03,S001,P002,37,250.0,0,0,Supermarket,Electronics,439
2026-07-04,S001,P002,66,250.0,0,0,Supermarket,Electronics,423
2026-07-05,S001,P002,50,250.0,0,0,Supermarket,Electronics,398
2026-07-06,S001,P002,39,250.0,0,0,Supermarket,Electronics,384
2026-07-07,S001,P002,54,250.0,0,0,Supermarket,Electronics,356
2026-07-08,S001,P002,47,250.0,0,0,Supermarket,Electronics,331
2026-07-09,S001,P002,78,250.0,0,1,Supermarket,Electronics,313
2026-07-10,S001,P002,77,250.0,0,1,Supermarket,Electronics,300
2026-07-11,S001,P002,76,250.0,0,1,Supermarket,Electronics,281
2026-07-12,S001,P002,65,250.0,0,1,Supermarket,Electronics,269
2026-07-13,S001,P002,30,250.0,0,0,Supermarket,Electronics,240
2026-07-14,S001,P002,28,250.0,0,0,Supermarket,Electronics,214
2026-07-15,S001,P002,45,250.0,0,0,Supermarket,Electronics,504
2026-07-16,S001,P002,72,250.0,0,1,Supermarket,Electronics,489
2026-07-17,S001,P002,40,250.0,0,0,Supermarket,Electronics,469
2026-07-18,S001,P002,50,250.0,0,0,Supermarket,Electronics,430
2026-07-19,S001,P002,60,250.0,0,0,Supermarket,Electronics,414
2026-07-20,S001,P002,40,250.0,0,0,Supermarket,Electronics,408
2026-07-21,S001,P002,41,250.0,0,0,Supermarket,Electronics,376
2026-07-22,S001,P002,43,250.0,0,0,Supermarket,Electronics,364
2026-07-23,S001,P002,43,250.0,0,0,Supermarket,Electronics,342
2026-07-24,S001,P002,24,250.0,0,0,Supermarket,Electronics,327
2026-07-25,S001,P002,57,250.0,0,0,Supermarket,Electronics,295
2026-07-26,S001,P002,75,250.0,0,1,Supermarket,Electronics,271
2026-07-27,S001,P002,40,250.0,0,0,Supermarket,Electronics,267
2026-07-28,S001,P002,41,250.0,0,0,Supermarket,Electronics,237
2026-07-29,S001,P002,66,250.0,10,1,Supermarket,Electronics,213
2026-07-30,S001,P002,38,250.0,0,0,Supermarket,Electronics,508
2026-07-31,S001,P002,71,250.0,10,1,Supermarket,Electronics,471
2026-08-01,S001,P002,94,250.0,0,1,Supermarket,Electronics,478
2026-08-02,S001,P002,78,250.0,20,1,Supermarket,Electronics,458
2026-08-03,S001,P002,41,250.0,0,0,Supermarket,Electronics,431
2026-08-04,S001,P002,49,250.0,0,0,Supermarket,Electronics,415
2026-08-05,S001,P002,56,250.0,15,1,Supermarket,Electronics,408
2026-08-06,S001,P002,72,250.0,0,1,Supermarket,Electronics,384
2026-08-07,S001,P002,30,250.0,0,0,Supermarket,Electronics,356
2026-08-08,S001,P002,61,250.0,0,0,Supermarket,Electronics,330
2026-08-09,S001,P002,38,250.0,0,0,Supermarket,Electronics,326
2026-08-10,S001,P002,40,250.0,0,0,Supermarket,Electronics,297
2026-08-11,S001,P002,39,250.0,0,0,Supermarket,Electronics,279
2026-08-12,S001,P002,65,250.0,0,0,Supermarket,Electronics,257
2026-08-13,S001,P002,40,250.0,0,0,Supermarket,Electronics,235
2026-08-14,S001,P002,52,250.0,10,1,Supermarket,Electronics,213
2026-08-15,S001,P002,56,250.0,0,0,Supermarket,Electronics,505
2026-08-16,S001,P002,61,250.0,0,0,Supermarket,Electronics,480
2026-08-17,S001,P002,47,250.0,0,0,Supermarket,Electronics,460
2026-08-18,S001,P002,46,250.0,0,0,Supermarket,Electronics,433
2026-08-19,S001,P002,67,250.0,0,1,Supermarket,Electronics,422
2026-08-20,S001,P002,40,250.0,0,0,Supermarket,Electronics,405
2026-08-21,S001,P002,33,250.0,0,0,Supermarket,Electronics,383
2026-08-22,S001,P002,56,250.0,0,0,Supermarket,Electronics,365
2026-08-23,S001,P002,66,250.0,0,0,Supermarket,Electronics,347
2026-08-24,S001,P002,32,250.0,0,0,Supermarket,Electronics,321
2026-08-25,S001,P002,40,250.0,0,0,Supermarket,Electronics,302
2026-01-01,S001,PRODUCT_A,92,45.0,0,0,Supermarket,Apparel,479
2026-01-02,S001,PRODUCT_A,105,45.0,0,1,Supermarket,Apparel,456
2026-01-03,S001,PRODUCT_A,117,45.0,0,1,Supermarket,Apparel,442
2026-01-04,S001,PRODUCT_A,100,45.0,0,0,Supermarket,Apparel,418
2026-01-05,S001,PRODUCT_A,77,45.0,0,0,Supermarket,Apparel,399
2026-01-06,S001,PRODUCT_A,113,45.0,0,1,Supermarket,Apparel,374
2026-01-07,S001,PRODUCT_A,90,45.0,0,0,Supermarket,Apparel,356
2026-01-08,S001,PRODUCT_A,88,45.0,0,0,Supermarket,Apparel,347
2026-01-09,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,314
2026-01-10,S001,PRODUCT_A,91,45.0,0,0,Supermarket,Apparel,292
2026-01-11,S001,PRODUCT_A,115,45.0,0,1,Supermarket,Apparel,274
2026-01-12,S001,PRODUCT_A,86,45.0,0,0,Supermarket,Apparel,256
2026-01-13,S001,PRODUCT_A,81,45.0,0,0,Supermarket,Apparel,231
2026-01-14,S001,PRODUCT_A,75,45.0,0,0,Supermarket,Apparel,216
2026-01-15,S001,PRODUCT_A,74,45.0,0,0,Supermarket,Apparel,496
2026-01-16,S001,PRODUCT_A,70,45.0,0,0,Supermarket,Apparel,480
2026-01-17,S001,PRODUCT_A,127,45.0,0,1,Supermarket,Apparel,459
2026-01-18,S001,PRODUCT_A,121,45.0,10,1,Supermarket,Apparel,433
2026-01-19,S001,PRODUCT_A,77,45.0,0,0,Supermarket,Apparel,418
2026-01-20,S001,PRODUCT_A,80,45.0,0,0,Supermarket,Apparel,402
2026-01-21,S001,PRODUCT_A,86,45.0,0,0,Supermarket,Apparel,375
2026-01-22,S001,PRODUCT_A,73,45.0,0,0,Supermarket,Apparel,352
2026-01-23,S001,PRODUCT_A,76,45.0,0,0,Supermarket,Apparel,335
2026-01-24,S001,PRODUCT_A,91,45.0,0,0,Supermarket,Apparel,321
2026-01-25,S001,PRODUCT_A,113,45.0,0,0,Supermarket,Apparel,309
2026-01-26,S001,PRODUCT_A,88,45.0,0,0,Supermarket,Apparel,281
2026-01-27,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,264
2026-01-28,S001,PRODUCT_A,88,45.0,0,0,Supermarket,Apparel,245
2026-01-29,S001,PRODUCT_A,94,45.0,0,0,Supermarket,Apparel,221
2026-01-30,S001,PRODUCT_A,83,45.0,0,0,Supermarket,Apparel,501
2026-01-31,S001,PRODUCT_A,118,45.0,0,1,Supermarket,Apparel,488
2026-02-01,S001,PRODUCT_A,98,45.0,0,0,Supermarket,Apparel,474
2026-02-02,S001,PRODUCT_A,79,45.0,0,0,Supermarket,Apparel,469
2026-02-03,S001,PRODUCT_A,91,45.0,0,0,Supermarket,Apparel,447
2026-02-04,S001,PRODUCT_A,87,45.0,0,0,Supermarket,Apparel,421
2026-02-05,S001,PRODUCT_A,93,45.0,0,0,Supermarket,Apparel,391
2026-02-06,S001,PRODUCT_A,83,45.0,0,0,Supermarket,Apparel,382
2026-02-07,S001,PRODUCT_A,97,45.0,0,0,Supermarket,Apparel,351
2026-02-08,S001,PRODUCT_A,119,45.0,0,1,Supermarket,Apparel,333
2026-02-09,S001,PRODUCT_A,98,45.0,0,1,Supermarket,Apparel,320
2026-02-10,S001,PRODUCT_A,70,45.0,0,0,Supermarket,Apparel,301
2026-02-11,S001,PRODUCT_A,119,45.0,0,1,Supermarket,Apparel,287
2026-02-12,S001,PRODUCT_A,87,45.0,0,0,Supermarket,Apparel,263
2026-02-13,S001,PRODUCT_A,126,45.0,10,1,Supermarket,Apparel,249
2026-02-14,S001,PRODUCT_A,130,45.0,0,1,Supermarket,Apparel,211
2026-02-15,S001,PRODUCT_A,100,45.0,0,0,Supermarket,Apparel,490
2026-02-16,S001,PRODUCT_A,121,45.0,0,1,Supermarket,Apparel,489
2026-02-17,S001,PRODUCT_A,89,45.0,0,0,Supermarket,Apparel,458
2026-02-18,S001,PRODUCT_A,110,45.0,0,1,Supermarket,Apparel,433
2026-02-19,S001,PRODUCT_A,77,45.0,0,0,Supermarket,Apparel,413
2026-02-20,S001,PRODUCT_A,82,45.0,0,0,Supermarket,Apparel,402
2026-02-21,S001,PRODUCT_A,127,45.0,15,1,Supermarket,Apparel,375
2026-02-22,S001,PRODUCT_A,100,45.0,0,0,Supermarket,Apparel,368
2026-02-23,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,334
2026-02-24,S001,PRODUCT_A,80,45.0,0,0,Supermarket,Apparel,320
2026-02-25,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,304
2026-02-26,S001,PRODUCT_A,106,45.0,0,1,Supermarket,Apparel,285
2026-02-27,S001,PRODUCT_A,83,45.0,0,0,Supermarket,Apparel,250
2026-02-28,S001,PRODUCT_A,88,45.0,0,0,Supermarket,Apparel,249
2026-03-01,S001,PRODUCT_A,107,45.0,0,0,Supermarket,Apparel,475
2026-03-02,S001,PRODUCT_A,75,45.0,0,0,Supermarket,Apparel,456
2026-03-03,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,443
2026-03-04,S001,PRODUCT_A,88,45.0,0,0,Supermarket,Apparel,411
2026-03-05,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,395
2026-03-06,S001,PRODUCT_A,81,45.0,0,0,Supermarket,Apparel,376
2026-03-07,S001,PRODUCT_A,103,45.0,0,0,Supermarket,Apparel,362
2026-03-08,S001,PRODUCT_A,93,45.0,0,0,Supermarket,Apparel,340
2026-03-09,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,329
2026-03-10,S001,PRODUCT_A,82,45.0,0,0,Supermarket,Apparel,307
2026-03-11,S001,PRODUCT_A,89,45.0,0,0,Supermarket,Apparel,278
2026-03-12,S001,PRODUCT_A,83,45.0,0,0,Supermarket,Apparel,259
2026-03-13,S001,PRODUCT_A,118,45.0,20,1,Supermarket,Apparel,246
2026-03-14,S001,PRODUCT_A,99,45.0,0,0,Supermarket,Apparel,227
2026-03-15,S001,PRODUCT_A,97,45.0,0,0,Supermarket,Apparel,497
2026-03-16,S001,PRODUCT_A,96,45.0,0,0,Supermarket,Apparel,477
2026-03-17,S001,PRODUCT_A,94,45.0,0,0,Supermarket,Apparel,466
2026-03-18,S001,PRODUCT_A,76,45.0,0,0,Supermarket,Apparel,441
2026-03-19,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,414
2026-03-20,S001,PRODUCT_A,93,45.0,0,0,Supermarket,Apparel,392
2026-03-21,S001,PRODUCT_A,104,45.0,0,0,Supermarket,Apparel,374
2026-03-22,S001,PRODUCT_A,94,45.0,0,0,Supermarket,Apparel,353
2026-03-23,S001,PRODUCT_A,67,45.0,0,0,Supermarket,Apparel,344
2026-03-24,S001,PRODUCT_A,102,45.0,10,1,Supermarket,Apparel,314
2026-03-25,S001,PRODUCT_A,71,45.0,0,0,Supermarket,Apparel,297
2026-03-26,S001,PRODUCT_A,89,45.0,0,0,Supermarket,Apparel,271
2026-03-27,S001,PRODUCT_A,95,45.0,0,0,Supermarket,Apparel,252
2026-03-28,S001,PRODUCT_A,110,45.0,0,0,Supermarket,Apparel,238
2026-03-29,S001,PRODUCT_A,129,45.0,0,1,Supermarket,Apparel,227
2026-03-30,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,491
2026-03-31,S001,PRODUCT_A,77,45.0,0,0,Supermarket,Apparel,485
2026-04-01,S001,PRODUCT_A,108,45.0,0,1,Supermarket,Apparel,477
2026-04-02,S001,PRODUCT_A,79,45.0,0,0,Supermarket,Apparel,458
2026-04-03,S001,PRODUCT_A,72,45.0,0,0,Supermarket,Apparel,447
2026-04-04,S001,PRODUCT_A,110,45.0,0,1,Supermarket,Apparel,421
2026-04-05,S001,PRODUCT_A,102,45.0,0,0,Supermarket,Apparel,392
2026-04-06,S001,PRODUCT_A,91,45.0,0,0,Supermarket,Apparel,376
2026-04-07,S001,PRODUCT_A,116,45.0,15,1,Supermarket,Apparel,357
2026-04-08,S001,PRODUCT_A,79,45.0,0,0,Supermarket,Apparel,343
2026-04-09,S001,PRODUCT_A,77,45.0,0,0,Supermarket,Apparel,320
2026-04-10,S001,PRODUCT_A,89,45.0,0,0,Supermarket,Apparel,302
2026-04-11,S001,PRODUCT_A,103,45.0,0,0,Supermarket,Apparel,287
2026-04-12,S001,PRODUCT_A,95,45.0,0,0,Supermarket,Apparel,268
2026-04-13,S001,PRODUCT_A,78,45.0,0,0,Supermarket,Apparel,234
2026-04-14,S001,PRODUCT_A,71,45.0,0,0,Supermarket,Apparel,212
2026-04-15,S001,PRODUCT_A,99,45.0,0,0,Supermarket,Apparel,496
2026-04-16,S001,PRODUCT_A,89,45.0,0,0,Supermarket,Apparel,474
2026-04-17,S001,PRODUCT_A,83,45.0,0,0,Supermarket,Apparel,450
2026-04-18,S001,PRODUCT_A,100,45.0,0,0,Supermarket,Apparel,432
2026-04-19,S001,PRODUCT_A,135,45.0,0,1,Supermarket,Apparel,420
2026-04-20,S001,PRODUCT_A,82,45.0,0,0,Supermarket,Apparel,403
2026-04-21,S001,PRODUCT_A,81,45.0,0,0,Supermarket,Apparel,382
2026-04-22,S001,PRODUCT_A,77,45.0,0,0,Supermarket,Apparel,353
2026-04-23,S001,PRODUCT_A,79,45.0,0,0,Supermarket,Apparel,331
2026-04-24,S001,PRODUCT_A,90,45.0,0,0,Supermarket,Apparel,329
2026-04-25,S001,PRODUCT_A,97,45.0,0,0,Supermarket,Apparel,308
2026-04-26,S001,PRODUCT_A,119,45.0,0,1,Supermarket,Apparel,273
2026-04-27,S001,PRODUCT_A,86,45.0,0,0,Supermarket,Apparel,254
2026-04-28,S001,PRODUCT_A,92,45.0,0,0,Supermarket,Apparel,237
2026-04-29,S001,PRODUCT_A,82,45.0,0,0,Supermarket,Apparel,226
2026-04-30,S001,PRODUCT_A,76,45.0,0,0,Supermarket,Apparel,493
2026-05-01,S001,PRODUCT_A,81,45.0,0,0,Supermarket,Apparel,489
2026-05-02,S001,PRODUCT_A,102,45.0,0,0,Supermarket,Apparel,451
2026-05-03,S001,PRODUCT_A,98,45.0,0,0,Supermarket,Apparel,448
2026-05-04,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,423
2026-05-05,S001,PRODUCT_A,93,45.0,0,0,Supermarket,Apparel,395
2026-05-06,S001,PRODUCT_A,91,45.0,0,0,Supermarket,Apparel,373
2026-05-07,S001,PRODUCT_A,76,45.0,0,0,Supermarket,Apparel,366
2026-05-08,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,347
2026-05-09,S001,PRODUCT_A,106,45.0,0,0,Supermarket,Apparel,322
2026-05-10,S001,PRODUCT_A,107,45.0,0,0,Supermarket,Apparel,295
2026-05-11,S001,PRODUCT_A,83,45.0,0,0,Supermarket,Apparel,275
2026-05-12,S001,PRODUCT_A,112,45.0,10,1,Supermarket,Apparel,256
2026-05-13,S001,PRODUCT_A,75,45.0,0,0,Supermarket,Apparel,239
2026-05-14,S001,PRODUCT_A,87,45.0,0,0,Supermarket,Apparel,222
2026-05-15,S001,PRODUCT_A,98,45.0,0,0,Supermarket,Apparel,495
2026-05-16,S001,PRODUCT_A,113,45.0,0,0,Supermarket,Apparel,482
2026-05-17,S001,PRODUCT_A,96,45.0,0,0,Supermarket,Apparel,454
2026-05-18,S001,PRODUCT_A,75,45.0,0,0,Supermarket,Apparel,439
2026-05-19,S001,PRODUCT_A,107,45.0,10,1,Supermarket,Apparel,416
2026-05-20,S001,PRODUCT_A,86,45.0,0,0,Supermarket,Apparel,390
2026-05-21,S001,PRODUCT_A,82,45.0,0,0,Supermarket,Apparel,389
2026-05-22,S001,PRODUCT_A,83,45.0,0,0,Supermarket,Apparel,353
2026-05-23,S001,PRODUCT_A,107,45.0,0,0,Supermarket,Apparel,339
2026-05-24,S001,PRODUCT_A,95,45.0,0,0,Supermarket,Apparel,319
2026-05-25,S001,PRODUCT_A,111,45.0,0,1,Supermarket,Apparel,300
2026-05-26,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,280
2026-05-27,S001,PRODUCT_A,66,45.0,0,0,Supermarket,Apparel,256
2026-05-28,S001,PRODUCT_A,92,45.0,0,0,Supermarket,Apparel,244
2026-05-29,S001,PRODUCT_A,86,45.0,0,0,Supermarket,Apparel,224
2026-05-30,S001,PRODUCT_A,125,45.0,0,1,Supermarket,Apparel,501
2026-05-31,S001,PRODUCT_A,100,45.0,0,0,Supermarket,Apparel,487
2026-06-01,S001,PRODUCT_A,103,45.0,0,0,Supermarket,Apparel,474
2026-06-02,S001,PRODUCT_A,88,45.0,0,0,Supermarket,Apparel,461
2026-06-03,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,438
2026-06-04,S001,PRODUCT_A,81,45.0,0,0,Supermarket,Apparel,416
2026-06-05,S001,PRODUCT_A,98,45.0,0,0,Supermarket,Apparel,390
2026-06-06,S001,PRODUCT_A,98,45.0,0,0,Supermarket,Apparel,386
2026-06-07,S001,PRODUCT_A,101,45.0,0,0,Supermarket,Apparel,355
2026-06-08,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,334
2026-06-09,S001,PRODUCT_A,119,45.0,10,1,Supermarket,Apparel,311
2026-06-10,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,296
2026-06-11,S001,PRODUCT_A,93,45.0,0,0,Supermarket,Apparel,284
2026-06-12,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,268
2026-06-13,S001,PRODUCT_A,110,45.0,0,0,Supermarket,Apparel,236
2026-06-14,S001,PRODUCT_A,131,45.0,0,1,Supermarket,Apparel,224
2026-06-15,S001,PRODUCT_A,91,45.0,0,0,Supermarket,Apparel,504
2026-06-16,S001,PRODUCT_A,108,45.0,15,1,Supermarket,Apparel,486
2026-06-17,S001,PRODUCT_A,73,45.0,0,0,Supermarket,Apparel,452
2026-06-18,S001,PRODUCT_A,103,45.0,0,1,Supermarket,Apparel,449
2026-06-19,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,427
2026-06-20,S001,PRODUCT_A,90,45.0,0,0,Supermarket,Apparel,401
2026-06-21,S001,PRODUCT_A,98,45.0,0,0,Supermarket,Apparel,378
2026-06-22,S001,PRODUCT_A,94,45.0,0,0,Supermarket,Apparel,364
2026-06-23,S001,PRODUCT_A,89,45.0,0,0,Supermarket,Apparel,343
2026-06-24,S001,PRODUCT_A,88,45.0,0,0,Supermarket,Apparel,321
2026-06-25,S001,PRODUCT_A,79,45.0,0,0,Supermarket,Apparel,305
2026-06-26,S001,PRODUCT_A,108,45.0,15,1,Supermarket,Apparel,277
2026-06-27,S001,PRODUCT_A,122,45.0,0,1,Supermarket,Apparel,260
2026-06-28,S001,PRODUCT_A,94,45.0,0,0,Supermarket,Apparel,230
2026-06-29,S001,PRODUCT_A,94,45.0,0,0,Supermarket,Apparel,222
2026-06-30,S001,PRODUCT_A,79,45.0,0,0,Supermarket,Apparel,494
2026-07-01,S001,PRODUCT_A,87,45.0,0,0,Supermarket,Apparel,470
2026-07-02,S001,PRODUCT_A,81,45.0,0,0,Supermarket,Apparel,454
2026-07-03,S001,PRODUCT_A,114,45.0,0,1,Supermarket,Apparel,438
2026-07-04,S001,PRODUCT_A,117,45.0,0,1,Supermarket,Apparel,420
2026-07-05,S001,PRODUCT_A,134,45.0,0,1,Supermarket,Apparel,398
2026-07-06,S001,PRODUCT_A,95,45.0,0,0,Supermarket,Apparel,385
2026-07-07,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,350
2026-07-08,S001,PRODUCT_A,82,45.0,0,0,Supermarket,Apparel,344
2026-07-09,S001,PRODUCT_A,78,45.0,0,0,Supermarket,Apparel,320
2026-07-10,S001,PRODUCT_A,73,45.0,0,0,Supermarket,Apparel,294
2026-07-11,S001,PRODUCT_A,134,45.0,10,1,Supermarket,Apparel,272
2026-07-12,S001,PRODUCT_A,97,45.0,0,0,Supermarket,Apparel,252
2026-07-13,S001,PRODUCT_A,87,45.0,0,0,Supermarket,Apparel,244
2026-07-14,S001,PRODUCT_A,82,45.0,0,0,Supermarket,Apparel,217
2026-07-15,S001,PRODUCT_A,89,45.0,0,0,Supermarket,Apparel,492
2026-07-16,S001,PRODUCT_A,70,45.0,0,0,Supermarket,Apparel,472
2026-07-17,S001,PRODUCT_A,86,45.0,0,0,Supermarket,Apparel,463
2026-07-18,S001,PRODUCT_A,99,45.0,0,0,Supermarket,Apparel,438
2026-07-19,S001,PRODUCT_A,102,45.0,0,0,Supermarket,Apparel,422
2026-07-20,S001,PRODUCT_A,107,45.0,0,1,Supermarket,Apparel,403
2026-07-21,S001,PRODUCT_A,76,45.0,0,0,Supermarket,Apparel,373
2026-07-22,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,363
2026-07-23,S001,PRODUCT_A,77,45.0,0,0,Supermarket,Apparel,346
2026-07-24,S001,PRODUCT_A,87,45.0,0,0,Supermarket,Apparel,325
2026-07-25,S001,PRODUCT_A,101,45.0,0,0,Supermarket,Apparel,303
2026-07-26,S001,PRODUCT_A,132,45.0,10,1,Supermarket,Apparel,288
2026-07-27,S001,PRODUCT_A,106,45.0,0,1,Supermarket,Apparel,255
2026-07-28,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,238
2026-07-29,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,229
2026-07-30,S001,PRODUCT_A,73,45.0,0,0,Supermarket,Apparel,503
2026-07-31,S001,PRODUCT_A,91,45.0,0,0,Supermarket,Apparel,473
2026-08-01,S001,PRODUCT_A,91,45.0,0,0,Supermarket,Apparel,485
2026-08-02,S001,PRODUCT_A,90,45.0,0,0,Supermarket,Apparel,466
2026-08-03,S001,PRODUCT_A,72,45.0,0,0,Supermarket,Apparel,443
2026-08-04,S001,PRODUCT_A,107,45.0,0,1,Supermarket,Apparel,414
2026-08-05,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,398
2026-08-06,S001,PRODUCT_A,98,45.0,0,1,Supermarket,Apparel,386
2026-08-07,S001,PRODUCT_A,81,45.0,0,0,Supermarket,Apparel,361
2026-08-08,S001,PRODUCT_A,101,45.0,0,0,Supermarket,Apparel,344
2026-08-09,S001,PRODUCT_A,99,45.0,0,0,Supermarket,Apparel,317
2026-08-10,S001,PRODUCT_A,117,45.0,0,1,Supermarket,Apparel,308
2026-08-11,S001,PRODUCT_A,78,45.0,0,0,Supermarket,Apparel,281
2026-08-12,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,261
2026-08-13,S001,PRODUCT_A,110,45.0,0,1,Supermarket,Apparel,235
2026-08-14,S001,PRODUCT_A,98,45.0,0,0,Supermarket,Apparel,227
2026-08-15,S001,PRODUCT_A,96,45.0,0,0,Supermarket,Apparel,497
2026-08-16,S001,PRODUCT_A,100,45.0,0,0,Supermarket,Apparel,479
2026-08-17,S001,PRODUCT_A,99,45.0,0,1,Supermarket,Apparel,452
2026-08-18,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,449
2026-08-19,S001,PRODUCT_A,84,45.0,0,0,Supermarket,Apparel,423
2026-08-20,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,397
2026-08-21,S001,PRODUCT_A,83,45.0,0,0,Supermarket,Apparel,386
2026-08-22,S001,PRODUCT_A,94,45.0,0,0,Supermarket,Apparel,359
2026-08-23,S001,PRODUCT_A,99,45.0,0,0,Supermarket,Apparel,334
2026-08-24,S001,PRODUCT_A,90,45.0,0,0,Supermarket,Apparel,326
2026-08-25,S001,PRODUCT_A,85,45.0,0,0,Supermarket,Apparel,298
2026-01-01,S002,P001,103,100.0,0,0,Urban,Grocery,480
2026-01-02,S002,P001,126,100.0,0,0,Urban,Grocery,462
2026-01-03,S002,P001,135,100.0,0,0,Urban,Grocery,441
2026-01-04,S002,P001,137,100.0,0,0,Urban,Grocery,422
2026-01-05,S002,P001,126,100.0,0,0,Urban,Grocery,405
2026-01-06,S002,P001,125,100.0,0,0,Urban,Grocery,383
2026-01-07,S002,P001,123,100.0,0,0,Urban,Grocery,362
2026-01-08,S002,P001,142,100.0,0,1,Urban,Grocery,333
2026-01-09,S002,P001,124,100.0,0,0,Urban,Grocery,313
2026-01-10,S002,P001,134,100.0,0,0,Urban,Grocery,309
2026-01-11,S002,P001,153,100.0,0,1,Urban,Grocery,288
2026-01-12,S002,P001,121,100.0,0,0,Urban,Grocery,258
2026-01-13,S002,P001,123,100.0,0,0,Urban,Grocery,248
2026-01-14,S002,P001,121,100.0,0,0,Urban,Grocery,212
2026-01-15,S002,P001,126,100.0,0,0,Urban,Grocery,491
2026-01-16,S002,P001,124,100.0,0,0,Urban,Grocery,481
2026-01-17,S002,P001,142,100.0,0,0,Urban,Grocery,450
2026-01-18,S002,P001,141,100.0,0,0,Urban,Grocery,446
2026-01-19,S002,P001,119,100.0,0,0,Urban,Grocery,415
2026-01-20,S002,P001,159,100.0,0,1,Urban,Grocery,398
2026-01-21,S002,P001,115,100.0,0,0,Urban,Grocery,381
2026-01-22,S002,P001,122,100.0,0,0,Urban,Grocery,364
2026-01-23,S002,P001,122,100.0,0,0,Urban,Grocery,337
2026-01-24,S002,P001,158,100.0,0,1,Urban,Grocery,310
