date,store_id,product_id,units_sold,revenue,price,discount,promotion,holiday,store_type,product_category,inventory,region
2025-12-05,STORE_01,PROD_01,156,3120.0,20.0,0.0,0,0,Supermarket,Electronics,204,North
2025-12-05,STORE_01,PROD_02,92,1380.0,15.0,0.0,0,0,Supermarket,Apparel,312,North
2025-12-05,STORE_02,PROD_01,109,2180.0,20.0,0.0,0,0,Hypermarket,Electronics,286,South
2025-12-05,STORE_02,PROD_02,111,1498.5,13.5,0.1,1,0,Hypermarket,Apparel,282,South
2025-12-06,STORE_01,PROD_01,161,3220.0,20.0,0.0,0,0,Supermarket,Electronics,175,North
2025-12-06,STORE_01,PROD_02,125,1875.0,15.0,0.0,0,0,Supermarket,Apparel,251,North
2025-12-06,STORE_02,PROD_01,130,2600.0,20.0,0.0,0,0,Hypermarket,Electronics,259,South
2025-12-06,STORE_02,PROD_02,105,1575.0,15.0,0.0,0,0,Hypermarket,Apparel,306,South
2025-12-07,STORE_01,PROD_01,160,3200.0,20.0,0.0,0,0,Supermarket,Electronics,165,North
2025-12-07,STORE_01,PROD_02,111,1665.0,15.0,0.0,0,0,Supermarket,Apparel,279,North
2025-12-07,STORE_02,PROD_01,128,2560.0,20.0,0.0,0,0,Hypermarket,Electronics,227,South
2025-12-07,STORE_02,PROD_02,140,1890.0,13.5,0.1,1,0,Hypermarket,Apparel,208,South
2025-12-08,STORE_01,PROD_01,152,3040.0,20.0,0.0,0,0,Supermarket,Electronics,206,North
2025-12-08,STORE_01,PROD_02,89,1335.0,15.0,0.0,0,0,Supermarket,Apparel,325,North
2025-12-08,STORE_02,PROD_01,99,1980.0,20.0,0.0,0,0,Hypermarket,Electronics,301,South
2025-12-08,STORE_02,PROD_02,95,1282.5,13.5,0.1,1,0,Hypermarket,Apparel,304,South
2025-12-09,STORE_01,PROD_01,180,3240.0,18.0,0.1,1,0,Supermarket,Electronics,149,North
2025-12-09,STORE_01,PROD_02,104,1560.0,15.0,0.0,0,0,Supermarket,Apparel,273,North
2025-12-09,STORE_02,PROD_01,105,2100.0,20.0,0.0,0,0,Hypermarket,Electronics,295,South
2025-12-09,STORE_02,PROD_02,73,1095.0,15.0,0.0,0,0,Hypermarket,Apparel,338,South
2025-12-10,STORE_01,PROD_01,155,3100.0,20.0,0.0,0,0,Supermarket,Electronics,173,North
2025-12-10,STORE_01,PROD_02,86,1290.0,15.0,0.0,0,0,Supermarket,Apparel,327,North
2025-12-10,STORE_02,PROD_01,112,2240.0,20.0,0.0,0,0,Hypermarket,Electronics,256,South
2025-12-10,STORE_02,PROD_02,67,1005.0,15.0,0.0,0,0,Hypermarket,Apparel,382,South
2025-12-11,STORE_01,PROD_01,137,2740.0,20.0,0.0,0,0,Supermarket,Electronics,218,North
2025-12-11,STORE_01,PROD_02,86,1290.0,15.0,0.0,0,0,Supermarket,Apparel,313,North
2025-12-11,STORE_02,PROD_01,107,2140.0,20.0,0.0,0,0,Hypermarket,Electronics,270,South
2025-12-11,STORE_02,PROD_02,73,1095.0,15.0,0.0,0,0,Hypermarket,Apparel,335,South
2025-12-12,STORE_01,PROD_01,135,2700.0,20.0,0.0,0,0,Supermarket,Electronics,229,North
2025-12-12,STORE_01,PROD_02,90,1350.0,15.0,0.0,0,0,Supermarket,Apparel,308,North
2025-12-12,STORE_02,PROD_01,108,2160.0,20.0,0.0,0,0,Hypermarket,Electronics,278,South
2025-12-12,STORE_02,PROD_02,84,1260.0,15.0,0.0,0,0,Hypermarket,Apparel,346,South
2025-12-13,STORE_01,PROD_01,175,3500.0,20.0,0.0,0,0,Supermarket,Electronics,134,North
2025-12-13,STORE_01,PROD_02,152,2052.0,13.5,0.1,1,0,Supermarket,Apparel,189,North
2025-12-13,STORE_02,PROD_01,163,2934.0,18.0,0.1,1,0,Hypermarket,Electronics,162,South
2025-12-13,STORE_02,PROD_02,89,1335.0,15.0,0.0,0,0,Hypermarket,Apparel,336,South
2025-12-14,STORE_01,PROD_01,210,3780.0,18.0,0.1,1,0,Supermarket,Electronics,88,North
2025-12-14,STORE_01,PROD_02,119,1785.0,15.0,0.0,0,0,Supermarket,Apparel,278,North
2025-12-14,STORE_02,PROD_01,125,2500.0,20.0,0.0,0,0,Hypermarket,Electronics,250,South
2025-12-14,STORE_02,PROD_02,105,1575.0,15.0,0.0,0,0,Hypermarket,Apparel,283,South
2025-12-15,STORE_01,PROD_01,137,2740.0,20.0,0.0,0,0,Supermarket,Electronics,230,North
2025-12-15,STORE_01,PROD_02,140,1890.0,13.5,0.1,1,0,Supermarket,Apparel,217,North
2025-12-15,STORE_02,PROD_01,134,2412.0,18.0,0.1,1,0,Hypermarket,Electronics,251,South
2025-12-15,STORE_02,PROD_02,80,1200.0,15.0,0.0,0,0,Hypermarket,Apparel,357,South
2025-12-16,STORE_01,PROD_01,148,2960.0,20.0,0.0,0,0,Supermarket,Electronics,216,North
2025-12-16,STORE_01,PROD_02,86,1290.0,15.0,0.0,0,0,Supermarket,Apparel,309,North
2025-12-16,STORE_02,PROD_01,105,2100.0,20.0,0.0,0,0,Hypermarket,Electronics,309,South
2025-12-16,STORE_02,PROD_02,80,1200.0,15.0,0.0,0,0,Hypermarket,Apparel,325,South
2025-12-17,STORE_01,PROD_01,170,3060.0,18.0,0.1,1,0,Supermarket,Electronics,147,North
2025-12-17,STORE_01,PROD_02,105,1575.0,15.0,0.0,0,0,Supermarket,Apparel,284,North
2025-12-17,STORE_02,PROD_01,128,2304.0,18.0,0.1,1,0,Hypermarket,Electronics,253,South
2025-12-17,STORE_02,PROD_02,95,1282.5,13.5,0.1,1,0,Hypermarket,Apparel,318,South
2025-12-18,STORE_01,PROD_01,134,2680.0,20.0,0.0,0,0,Supermarket,Electronics,248,North
2025-12-18,STORE_01,PROD_02,86,1290.0,15.0,0.0,0,0,Supermarket,Apparel,311,North
2025-12-18,STORE_02,PROD_01,107,2140.0,20.0,0.0,0,0,Hypermarket,Electronics,270,South
2025-12-18,STORE_02,PROD_02,92,1242.0,13.5,0.1,1,0,Hypermarket,Apparel,333,South
2025-12-19,STORE_01,PROD_01,148,2960.0,20.0,0.0,0,0,Supermarket,Electronics,219,North
2025-12-19,STORE_01,PROD_02,105,1575.0,15.0,0.0,0,0,Supermarket,Apparel,284,North
2025-12-19,STORE_02,PROD_01,102,2040.0,20.0,0.0,0,0,Hypermarket,Electronics,304,South
2025-12-19,STORE_02,PROD_02,73,1095.0,15.0,0.0,0,0,Hypermarket,Apparel,335,South
2025-12-20,STORE_01,PROD_01,177,3540.0,20.0,0.0,0,0,Supermarket,Electronics,161,North
2025-12-20,STORE_01,PROD_02,121,1815.0,15.0,0.0,0,0,Supermarket,Apparel,264,North
2025-12-20,STORE_02,PROD_01,133,2660.0,20.0,0.0,0,0,Hypermarket,Electronics,223,South
2025-12-20,STORE_02,PROD_02,92,1380.0,15.0,0.0,0,0,Hypermarket,Apparel,303,South
2025-12-21,STORE_01,PROD_01,172,3440.0,20.0,0.0,0,0,Supermarket,Electronics,147,North
2025-12-21,STORE_01,PROD_02,148,1998.0,13.5,0.1,1,0,Supermarket,Apparel,201,North
2025-12-21,STORE_02,PROD_01,137,2740.0,20.0,0.0,0,0,Hypermarket,Electronics,245,South
2025-12-21,STORE_02,PROD_02,128,1728.0,13.5,0.1,1,0,Hypermarket,Apparel,259,South
2025-12-22,STORE_01,PROD_01,168,3024.0,18.0,0.1,1,0,Supermarket,Electronics,180,North
2025-12-22,STORE_01,PROD_02,95,1425.0,15.0,0.0,0,0,Supermarket,Apparel,317,North
2025-12-22,STORE_02,PROD_01,106,2120.0,20.0,0.0,0,0,Hypermarket,Electronics,296,South
2025-12-22,STORE_02,PROD_02,70,1050.0,15.0,0.0,0,0,Hypermarket,Apparel,361,South
2025-12-23,STORE_01,PROD_01,164,2952.0,18.0,0.1,1,0,Supermarket,Electronics,188,North
2025-12-23,STORE_01,PROD_02,129,1741.5,13.5,0.1,1,0,Supermarket,Apparel,257,North
2025-12-23,STORE_02,PROD_01,122,2440.0,20.0,0.0,0,0,Hypermarket,Electronics,236,South
2025-12-23,STORE_02,PROD_02,114,1539.0,13.5,0.1,1,0,Hypermarket,Apparel,291,South
2025-12-24,STORE_01,PROD_01,148,2960.0,20.0,0.0,0,0,Supermarket,Electronics,192,North
2025-12-24,STORE_01,PROD_02,95,1425.0,15.0,0.0,0,0,Supermarket,Apparel,315,North
2025-12-24,STORE_02,PROD_01,117,2340.0,20.0,0.0,0,0,Hypermarket,Electronics,270,South
2025-12-24,STORE_02,PROD_02,97,1309.5,13.5,0.1,1,0,Hypermarket,Apparel,287,South
2025-12-25,STORE_01,PROD_01,175,3500.0,20.0,0.0,0,1,Supermarket,Electronics,156,North
2025-12-25,STORE_01,PROD_02,136,2040.0,15.0,0.0,0,1,Supermarket,Apparel,231,North
2025-12-25,STORE_02,PROD_01,157,3140.0,20.0,0.0,0,1,Hypermarket,Electronics,171,South
2025-12-25,STORE_02,PROD_02,102,1530.0,15.0,0.0,0,1,Hypermarket,Apparel,304,South
2025-12-26,STORE_01,PROD_01,155,3100.0,20.0,0.0,0,0,Supermarket,Electronics,195,North
2025-12-26,STORE_01,PROD_02,106,1590.0,15.0,0.0,0,0,Supermarket,Apparel,274,North
2025-12-26,STORE_02,PROD_01,136,2448.0,18.0,0.1,1,0,Hypermarket,Electronics,227,South
2025-12-26,STORE_02,PROD_02,69,1035.0,15.0,0.0,0,0,Hypermarket,Apparel,348,South
2025-12-27,STORE_01,PROD_01,171,3420.0,20.0,0.0,0,0,Supermarket,Electronics,167,North
2025-12-27,STORE_01,PROD_02,134,2010.0,15.0,0.0,0,0,Supermarket,Apparel,230,North
2025-12-27,STORE_02,PROD_01,139,2780.0,20.0,0.0,0,0,Hypermarket,Electronics,230,South
2025-12-27,STORE_02,PROD_02,94,1410.0,15.0,0.0,0,0,Hypermarket,Apparel,310,South
2025-12-28,STORE_01,PROD_01,172,3440.0,20.0,0.0,0,0,Supermarket,Electronics,137,North
2025-12-28,STORE_01,PROD_02,127,1905.0,15.0,0.0,0,0,Supermarket,Apparel,255,North
2025-12-28,STORE_02,PROD_01,126,2520.0,20.0,0.0,0,0,Hypermarket,Electronics,228,South
2025-12-28,STORE_02,PROD_02,109,1635.0,15.0,0.0,0,0,Hypermarket,Apparel,300,South
2025-12-29,STORE_01,PROD_01,143,2860.0,20.0,0.0,0,0,Supermarket,Electronics,203,North
2025-12-29,STORE_01,PROD_02,117,1579.5,13.5,0.1,1,0,Supermarket,Apparel,278,North
2025-12-29,STORE_02,PROD_01,115,2300.0,20.0,0.0,0,0,Hypermarket,Electronics,256,South
2025-12-29,STORE_02,PROD_02,62,930.0,15.0,0.0,0,0,Hypermarket,Apparel,358,South
2025-12-30,STORE_01,PROD_01,141,2820.0,20.0,0.0,0,0,Supermarket,Electronics,234,North
2025-12-30,STORE_01,PROD_02,86,1290.0,15.0,0.0,0,0,Supermarket,Apparel,335,North
2025-12-30,STORE_02,PROD_01,99,1980.0,20.0,0.0,0,0,Hypermarket,Electronics,316,South
2025-12-30,STORE_02,PROD_02,75,1125.0,15.0,0.0,0,0,Hypermarket,Apparel,361,South
2025-12-31,STORE_01,PROD_01,174,3132.0,18.0,0.1,1,0,Supermarket,Electronics,147,North
2025-12-31,STORE_01,PROD_02,90,1350.0,15.0,0.0,0,0,Supermarket,Apparel,320,North
2025-12-31,STORE_02,PROD_01,120,2400.0,20.0,0.0,0,0,Hypermarket,Electronics,257,South
2025-12-31,STORE_02,PROD_02,68,1020.0,15.0,0.0,0,0,Hypermarket,Apparel,376,South
2026-01-01,STORE_01,PROD_01,192,3840.0,20.0,0.0,0,1,Supermarket,Electronics,114,North
2026-01-01,STORE_01,PROD_02,143,2145.0,15.0,0.0,0,1,Supermarket,Apparel,195,North
2026-01-01,STORE_02,PROD_01,172,3096.0,18.0,0.1,1,1,Hypermarket,Electronics,155,South
2026-01-01,STORE_02,PROD_02,103,1545.0,15.0,0.0,0,1,Hypermarket,Apparel,276,South
2026-01-02,STORE_01,PROD_01,145,2900.0,20.0,0.0,0,0,Supermarket,Electronics,209,North
2026-01-02,STORE_01,PROD_02,91,1365.0,15.0,0.0,0,0,Supermarket,Apparel,327,North
2026-01-02,STORE_02,PROD_01,118,2360.0,20.0,0.0,0,0,Hypermarket,Electronics,278,South
2026-01-02,STORE_02,PROD_02,113,1525.5,13.5,0.1,1,0,Hypermarket,Apparel,277,South
2026-01-03,STORE_01,PROD_01,182,3640.0,20.0,0.0,0,0,Supermarket,Electronics,138,North
2026-01-03,STORE_01,PROD_02,127,1905.0,15.0,0.0,0,0,Supermarket,Apparel,242,North
2026-01-03,STORE_02,PROD_01,130,2600.0,20.0,0.0,0,0,Hypermarket,Electronics,221,South
2026-01-03,STORE_02,PROD_02,93,1395.0,15.0,0.0,0,0,Hypermarket,Apparel,302,South
2026-01-04,STORE_01,PROD_01,169,3380.0,20.0,0.0,0,0,Supermarket,Electronics,145,North
2026-01-04,STORE_01,PROD_02,123,1845.0,15.0,0.0,0,0,Supermarket,Apparel,267,North
2026-01-04,STORE_02,PROD_01,133,2660.0,20.0,0.0,0,0,Hypermarket,Electronics,219,South
2026-01-04,STORE_02,PROD_02,137,1849.5,13.5,0.1,1,0,Hypermarket,Apparel,241,South
2026-01-05,STORE_01,PROD_01,135,2700.0,20.0,0.0,0,0,Supermarket,Electronics,226,North
2026-01-05,STORE_01,PROD_02,91,1365.0,15.0,0.0,0,0,Supermarket,Apparel,309,North
2026-01-05,STORE_02,PROD_01,107,2140.0,20.0,0.0,0,0,Hypermarket,Electronics,287,South
2026-01-05,STORE_02,PROD_02,86,1290.0,15.0,0.0,0,0,Hypermarket,Apparel,338,South
2026-01-06,STORE_01,PROD_01,171,3078.0,18.0,0.1,1,0,Supermarket,Electronics,171,North
2026-01-06,STORE_01,PROD_02,110,1650.0,15.0,0.0,0,0,Supermarket,Apparel,266,North
2026-01-06,STORE_02,PROD_01,114,2280.0,20.0,0.0,0,0,Hypermarket,Electronics,277,South
2026-01-06,STORE_02,PROD_02,75,1125.0,15.0,0.0,0,0,Hypermarket,Apparel,331,South
2026-01-07,STORE_01,PROD_01,144,2880.0,20.0,0.0,0,0,Supermarket,Electronics,192,North
2026-01-07,STORE_01,PROD_02,89,1335.0,15.0,0.0,0,0,Supermarket,Apparel,327,North
2026-01-07,STORE_02,PROD_01,108,2160.0,20.0,0.0,0,0,Hypermarket,Electronics,303,South
2026-01-07,STORE_02,PROD_02,65,975.0,15.0,0.0,0,0,Hypermarket,Apparel,388,South
2026-01-08,STORE_01,PROD_01,155,3100.0,20.0,0.0,0,0,Supermarket,Electronics,203,North
2026-01-08,STORE_01,PROD_02,109,1635.0,15.0,0.0,0,0,Supermarket,Apparel,283,North
2026-01-08,STORE_02,PROD_01,98,1960.0,20.0,0.0,0,0,Hypermarket,Electronics,319,South
2026-01-08,STORE_02,PROD_02,80,1200.0,15.0,0.0,0,0,Hypermarket,Apparel,354,South
2026-01-09,STORE_01,PROD_01,180,3240.0,18.0,0.1,1,0,Supermarket,Electronics,153,North
2026-01-09,STORE_01,PROD_02,87,1305.0,15.0,0.0,0,0,Supermarket,Apparel,314,North
2026-01-09,STORE_02,PROD_01,114,2280.0,20.0,0.0,0,0,Hypermarket,Electronics,252,South
2026-01-09,STORE_02,PROD_02,72,1080.0,15.0,0.0,0,0,Hypermarket,Apparel,375,South
2026-01-10,STORE_01,PROD_01,165,3300.0,20.0,0.0,0,0,Supermarket,Electronics,184,North
2026-01-10,STORE_01,PROD_02,145,1957.5,13.5,0.1,1,0,Supermarket,Apparel,219,North
2026-01-10,STORE_02,PROD_01,134,2680.0,20.0,0.0,0,0,Hypermarket,Electronics,230,South
2026-01-10,STORE_02,PROD_02,103,1545.0,15.0,0.0,0,0,Hypermarket,Apparel,290,South
2026-01-11,STORE_01,PROD_01,211,3798.0,18.0,0.1,1,0,Supermarket,Electronics,69,North
2026-01-11,STORE_01,PROD_02,134,2010.0,15.0,0.0,0,0,Supermarket,Apparel,230,North
2026-01-11,STORE_02,PROD_01,143,2860.0,20.0,0.0,0,0,Hypermarket,Electronics,210,South
2026-01-11,STORE_02,PROD_02,108,1620.0,15.0,0.0,0,0,Hypermarket,Apparel,279,South
2026-01-12,STORE_01,PROD_01,188,3384.0,18.0,0.1,1,0,Supermarket,Electronics,121,North
2026-01-12,STORE_01,PROD_02,100,1500.0,15.0,0.0,0,0,Supermarket,Apparel,305,North
2026-01-12,STORE_02,PROD_01,112,2240.0,20.0,0.0,0,0,Hypermarket,Electronics,287,South
2026-01-12,STORE_02,PROD_02,68,1020.0,15.0,0.0,0,0,Hypermarket,Apparel,360,South
2026-01-13,STORE_01,PROD_01,154,3080.0,20.0,0.0,0,0,Supermarket,Electronics,193,North
2026-01-13,STORE_01,PROD_02,129,1741.5,13.5,0.1,1,0,Supermarket,Apparel,236,North
2026-01-13,STORE_02,PROD_01,106,2120.0,20.0,0.0,0,0,Hypermarket,Electronics,275,South
2026-01-13,STORE_02,PROD_02,114,1539.0,13.5,0.1,1,0,Hypermarket,Apparel,280,South
2026-01-14,STORE_01,PROD_01,153,3060.0,20.0,0.0,0,0,Supermarket,Electronics,212,North
2026-01-14,STORE_01,PROD_02,95,1425.0,15.0,0.0,0,0,Supermarket,Apparel,328,North
2026-01-14,STORE_02,PROD_01,121,2420.0,20.0,0.0,0,0,Hypermarket,Electronics,272,South
2026-01-14,STORE_02,PROD_02,74,1110.0,15.0,0.0,0,0,Hypermarket,Apparel,365,South
2026-01-15,STORE_01,PROD_01,174,3132.0,18.0,0.1,1,0,Supermarket,Electronics,171,North
2026-01-15,STORE_01,PROD_02,108,1620.0,15.0,0.0,0,0,Supermarket,Apparel,302,North
2026-01-15,STORE_02,PROD_01,114,2280.0,20.0,0.0,0,0,Hypermarket,Electronics,255,South
2026-01-15,STORE_02,PROD_02,86,1290.0,15.0,0.0,0,0,Hypermarket,Apparel,320,South
2026-01-16,STORE_01,PROD_01,149,2980.0,20.0,0.0,0,0,Supermarket,Electronics,183,North
2026-01-16,STORE_01,PROD_02,95,1425.0,15.0,0.0,0,0,Supermarket,Apparel,323,North
2026-01-16,STORE_02,PROD_01,120,2400.0,20.0,0.0,0,0,Hypermarket,Electronics,252,South
2026-01-16,STORE_02,PROD_02,64,960.0,15.0,0.0,0,0,Hypermarket,Apparel,390,South
2026-01-17,STORE_01,PROD_01,175,3500.0,20.0,0.0,0,0,Supermarket,Electronics,158,North
2026-01-17,STORE_01,PROD_02,122,1830.0,15.0,0.0,0,0,Supermarket,Apparel,251,North
2026-01-17,STORE_02,PROD_01,167,3006.0,18.0,0.1,1,0,Hypermarket,Electronics,155,South
2026-01-17,STORE_02,PROD_02,93,1395.0,15.0,0.0,0,0,Hypermarket,Apparel,313,South
2026-01-18,STORE_01,PROD_01,175,3500.0,20.0,0.0,0,0,Supermarket,Electronics,132,North
2026-01-18,STORE_01,PROD_02,134,2010.0,15.0,0.0,0,0,Supermarket,Apparel,241,North
2026-01-18,STORE_02,PROD_01,170,3060.0,18.0,0.1,1,0,Hypermarket,Electronics,176,South
2026-01-18,STORE_02,PROD_02,87,1305.0,15.0,0.0,0,0,Hypermarket,Apparel,320,South
2026-01-19,STORE_01,PROD_01,150,3000.0,20.0,0.0,0,0,Supermarket,Electronics,203,North
2026-01-19,STORE_01,PROD_02,90,1350.0,15.0,0.0,0,0,Supermarket,Apparel,336,North
2026-01-19,STORE_02,PROD_01,103,2060.0,20.0,0.0,0,0,Hypermarket,Electronics,312,South
2026-01-19,STORE_02,PROD_02,105,1417.5,13.5,0.1,1,0,Hypermarket,Apparel,293,South
2026-01-20,STORE_01,PROD_01,146,2920.0,20.0,0.0,0,0,Supermarket,Electronics,221,North
2026-01-20,STORE_01,PROD_02,105,1575.0,15.0,0.0,0,0,Supermarket,Apparel,273,North
2026-01-20,STORE_02,PROD_01,117,2340.0,20.0,0.0,0,0,Hypermarket,Electronics,274,South
2026-01-20,STORE_02,PROD_02,82,1230.0,15.0,0.0,0,0,Hypermarket,Apparel,325,South
2026-01-21,STORE_01,PROD_01,158,3160.0,20.0,0.0,0,0,Supermarket,Electronics,189,North
2026-01-21,STORE_01,PROD_02,88,1320.0,15.0,0.0,0,0,Supermarket,Apparel,309,North
2026-01-21,STORE_02,PROD_01,149,2682.0,18.0,0.1,1,0,Hypermarket,Electronics,204,South
2026-01-21,STORE_02,PROD_02,94,1269.0,13.5,0.1,1,0,Hypermarket,Apparel,311,South
2026-01-22,STORE_01,PROD_01,173,3114.0,18.0,0.1,1,0,Supermarket,Electronics,168,North
2026-01-22,STORE_01,PROD_02,102,1530.0,15.0,0.0,0,0,Supermarket,Apparel,299,North
2026-01-22,STORE_02,PROD_01,130,2340.0,18.0,0.1,1,0,Hypermarket,Electronics,257,South
2026-01-22,STORE_02,PROD_02,76,1140.0,15.0,0.0,0,0,Hypermarket,Apparel,352,South
2026-01-23,STORE_01,PROD_01,147,2940.0,20.0,0.0,0,0,Supermarket,Electronics,222,North
2026-01-23,STORE_01,PROD_02,94,1410.0,15.0,0.0,0,0,Supermarket,Apparel,294,North
2026-01-23,STORE_02,PROD_01,106,2120.0,20.0,0.0,0,0,Hypermarket,Electronics,270,South
2026-01-23,STORE_02,PROD_02,103,1390.5,13.5,0.1,1,0,Hypermarket,Apparel,282,South
2026-01-24,STORE_01,PROD_01,183,3660.0,20.0,0.0,0,0,Supermarket,Electronics,118,North
2026-01-24,STORE_01,PROD_02,112,1680.0,15.0,0.0,0,0,Supermarket,Apparel,279,North
2026-01-24,STORE_02,PROD_01,128,2560.0,20.0,0.0,0,0,Hypermarket,Electronics,231,South
2026-01-24,STORE_02,PROD_02,102,1530.0,15.0,0.0,0,0,Hypermarket,Apparel,301,South
2026-01-25,STORE_01,PROD_01,163,3260.0,20.0,0.0,0,0,Supermarket,Electronics,166,North
2026-01-25,STORE_01,PROD_02,153,2065.5,13.5,0.1,1,0,Supermarket,Apparel,190,North
2026-01-25,STORE_02,PROD_01,135,2700.0,20.0,0.0,0,0,Hypermarket,Electronics,241,South
2026-01-25,STORE_02,PROD_02,105,1575.0,15.0,0.0,0,0,Hypermarket,Apparel,272,South
2026-01-26,STORE_01,PROD_01,135,2700.0,20.0,0.0,0,0,Supermarket,Electronics,249,North
2026-01-26,STORE_01,PROD_02,98,1470.0,15.0,0.0,0,0,Supermarket,Apparel,316,North
2026-01-26,STORE_02,PROD_01,146,2628.0,18.0,0.1,1,0,Hypermarket,Electronics,203,South
2026-01-26,STORE_02,PROD_02,62,930.0,15.0,0.0,0,0,Hypermarket,Apparel,368,South
2026-01-27,STORE_01,PROD_01,188,3384.0,18.0,0.1,1,0,Supermarket,Electronics,139,North
2026-01-27,STORE_01,PROD_02,91,1365.0,15.0,0.0,0,0,Supermarket,Apparel,304,North
2026-01-27,STORE_02,PROD_01,140,2520.0,18.0,0.1,1,0,Hypermarket,Electronics,230,South
2026-01-27,STORE_02,PROD_02,101,1363.5,13.5,0.1,1,0,Hypermarket,Apparel,309,South
2026-01-28,STORE_01,PROD_01,140,2800.0,20.0,0.0,0,0,Supermarket,Electronics,230,North
2026-01-28,STORE_01,PROD_02,87,1305.0,15.0,0.0,0,0,Supermarket,Apparel,319,North
2026-01-28,STORE_02,PROD_01,109,2180.0,20.0,0.0,0,0,Hypermarket,Electronics,300,South
2026-01-28,STORE_02,PROD_02,74,1110.0,15.0,0.0,0,0,Hypermarket,Apparel,358,South
2026-01-29,STORE_01,PROD_01,180,3240.0,18.0,0.1,1,0,Supermarket,Electronics,159,North
2026-01-29,STORE_01,PROD_02,109,1635.0,15.0,0.0,0,0,Supermarket,Apparel,296,North
2026-01-29,STORE_02,PROD_01,116,2320.0,20.0,0.0,0,0,Hypermarket,Electronics,277,South
2026-01-29,STORE_02,PROD_02,70,1050.0,15.0,0.0,0,0,Hypermarket,Apparel,371,South
2026-01-30,STORE_01,PROD_01,178,3204.0,18.0,0.1,1,0,Supermarket,Electronics,153,North
2026-01-30,STORE_01,PROD_02,107,1605.0,15.0,0.0,0,0,Supermarket,Apparel,269,North
2026-01-30,STORE_02,PROD_01,101,2020.0,20.0,0.0,0,0,Hypermarket,Electronics,281,South
2026-01-30,STORE_02,PROD_02,78,1170.0,15.0,0.0,0,0,Hypermarket,Apparel,335,South
2026-01-31,STORE_01,PROD_01,168,3360.0,20.0,0.0,0,0,Supermarket,Electronics,144,North
2026-01-31,STORE_01,PROD_02,134,2010.0,15.0,0.0,0,0,Supermarket,Apparel,229,North
2026-01-31,STORE_02,PROD_01,167,3006.0,18.0,0.1,1,0,Hypermarket,Electronics,174,South
2026-01-31,STORE_02,PROD_02,89,1335.0,15.0,0.0,0,0,Hypermarket,Apparel,313,South
